WELL ID,WELL NAME,APPROXIMATE LATITUDE,APPROXIMATE LONGITUDE,CHEMICAL,QUALIFIER,RESULT,UNITS,DATE,DATASET_CAT,DATASET,COUNTY,RB,GW_BASIN_NAME,ASSEMBLY,SENATE
GASD00000921,SD 921,33.082,-117.162,PCE,<,0.5,UG/L,12/10/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,75,38
GASD00000802,SD 802,33.021,-116.791,PCE,<,0.5,UG/L,4/29/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000819,SD 819,33.071,-116.84,PCE,<,0.5,UG/L,5/13/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,SANTA MARIA VALLEY (9-11),71,38
GASD00000905,SD 905,33.085,-116.653,PCE,<,0.5,UG/L,12/2/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000904,SD 904,33.079,-116.654,PCE,<,0.5,UG/L,12/2/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000845,SD 845,32.796,-116.838,PCE,<,0.5,UG/L,5/29/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000813,SD 813,33.041,-116.847,PCE,<,0.5,UG/L,5/7/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,SANTA MARIA VALLEY (9-11),71,38
GASD00000881,SD 881,32.862,-116.6,PCE,<,0.5,UG/L,6/18/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000828,SD 828,33.06,-116.946,PCE,<,0.5,UG/L,5/21/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000861,SD 861,32.906,-116.904,PCE,<,0.5,UG/L,6/10/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000862,SD 862,32.911,-116.894,PCE,<,0.5,UG/L,6/10/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000880,SD 880,32.861,-116.629,PCE,<,0.5,UG/L,6/17/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
